0, GPU-da0bafe1-add8-e332-399b-c2c50db124fe, 00000000:18:00.0, 3809, 0
1, GPU-81a4acdc-ff03-5734-fdfb-fe5a86e609f9, 00000000:2A:00.0, 3809, 0
2, GPU-1e870d39-ddd0-127e-11a2-fb875ce44995, 00000000:3A:00.0, 3809, 0
3, GPU-c37ba47c-c3ed-30b3-2b36-5892793bc97f, 00000000:5D:00.0, 3809, 0
4, GPU-cd1b3ba2-89ba-cfda-9135-2c812887b668, 00000000:9A:00.0, 3809, 0
5, GPU-1a2b2557-12b8-ec49-31d6-ae3b185d3319, 00000000:AB:00.0, 3809, 0
6, GPU-18077766-169d-96b9-2d53-55d11349ddd5, 00000000:BA:00.0, 3808, 0
7, GPU-267a6ac4-aa8e-3688-f0fc-d2cf14bece60, 00000000:DB:00.0, 3809, 0
