0, GPU-c4d9aceb-c274-fb29-e145-f6c2ef560bdc, 00000000:18:00.0, 0, 81559, 0
1, GPU-1b146bd7-326f-3563-b97e-24a26e13fa09, 00000000:2A:00.0, 0, 81559, 0
2, GPU-ecaaa0cf-4454-f076-588a-c1667591a8d3, 00000000:3A:00.0, 0, 81559, 0
3, GPU-045ff755-16e3-8b76-cd03-4cf0ae1996b6, 00000000:5D:00.0, 0, 81559, 0
4, GPU-ef75e39b-bdd0-7f30-b1ae-199650d79299, 00000000:9A:00.0, 0, 81559, 0
5, GPU-2adf85a6-fab7-9216-fb00-14b253a4cd3e, 00000000:AB:00.0, 0, 81559, 0
6, GPU-3ccf761f-a31a-809b-90cd-cfdf9394277a, 00000000:BA:00.0, 0, 81559, 0
7, GPU-323fc89e-78b5-e87e-91c3-f10569ac4e56, 00000000:DB:00.0, 0, 81559, 0
